userName,content,score,at,appVersion
Ahmad Al Gozali,"isi saldo gopay tapi dipotong 1000, udh kena adm pas top up, ditambah pula dipotong sama pihak gojekk........👎",1,2025-04-06 13:00:06,5.14.2
Yudhie Doank,"lain x kalau orderan gak bisa jangan org suruh nunggu masa pesan makanan ud nunggu 1 jam lebih,makanan belum di buat,dapet driver pun langsung di batalain bikin emosi aja. perbaiki layanan ny lagi,dan bilang ke Penjual,klw tidak niat jualan jgn jualan",1,2025-04-06 12:59:50,5.15.1
Robi Hamdani,"parah banget, pesen makanan udah nunggu 85 menit malah tiba-tiba dicancel sepihak pas udah tinggal anter... GOJEK PARAH",1,2025-04-06 12:58:54,5.15.1
Saroji Oji,"nunggu pesanan di gofood 2 jam hanya menunggu pesanan anda tidak di ambil mitra kami jadi di cancel sepihak Pakai aplikasi negara lain katanya gak cinta produk dalam negeri, ya tapi begini keadaannya gak bisa di andelin.. menuju hapus aplikasi pakai si ijo yg satu lagi",1,2025-04-06 12:57:56,5.14.2
Ahmad Satria,perbaiki lagi sistem nya saya sudah mulai 3 jam menunggu tidak dapat driver padahal saya sudah pakai yang express,1,2025-04-06 12:55:32,5.14.2
CAK BEDU,lambat banyak pungutan sekarang... pelayanan lama... ga kayak dulu promo dikit2,1,2025-04-06 12:54:22,5.1.1
Benedice Husein,"kalau hujan susahnya minta ampun pesan go ride,alasan booking penuh,padahal lagi pada nongkrong....",1,2025-04-06 12:53:35,5.14.2
Yatna Supri,gila mau cancel gofood mie gacoan aja susah banget yang jawab sistem mulu...kaya orang bego ngadu sama sistem,1,2025-04-06 12:51:15,
Anton Kurniawan,nice,5,2025-04-06 12:49:22,5.14.2
Sri Rezeqi,aku kecewa sama toko² makan yang selalu main² kemarin aja aku beli ayam geprek pangeran di gading udah diterima sampai 2 jam belum beres juga pas jam 11 katanya gak goojek terus tutup tokoknya . padahal aku dapet promo itu langsung goojeknya tapi kaya gitu terus kadang kadang dapet ayam kecil padahal itu kan promo aplikasi,2,2025-04-06 12:48:59,5.14.2
Devi Nofita Sari,banyak promo,5,2025-04-06 12:46:50,5.15.1
Asep,KECEWA,1,2025-04-06 12:45:39,5.14.2
Radhitya P C,"Saya udah pesan 2 kali, selalu ke cancel oleh pihak gojeknya sendiri. Saya udah nunggu 2 jam untuk pesan makanan, yang ujung ujungnya ke cancel oleh pihak gojek, rasanya yang dirugikan banyak disini dua belah pihak, baik restoran dan customer. Namun, customer lebih banyak dirugikan disini.",1,2025-04-06 12:44:35,5.15.1
Siska Purnama,"maaf saya kecewa menggunakan gofood, dalam keadaan laper harus nunggu lebih dr 1 jam dan akhir ny di batalkan sepihak. jgn ngaco dong,, ni org laper woee",2,2025-04-06 12:42:54,
Merliyani Ariyanto,bad aplilkasi,1,2025-04-06 12:42:14,5.15.1
Noor Iman,BURUK! Aplikasi yg merugikan customer dan resto. mending klo driver yg ga niat kerja di stop aja. daripada bikin bad riview. mengecewakan.,1,2025-04-06 12:42:13,5.14.2
Puspita Ningrum,nunggu driver nganterin makanan hampir sejam ga bisa di batalin! ga bgttt bikin pusingggggggggggg,1,2025-04-06 12:40:57,5.14.2
Santiara Angella,kadang driver asal cancel.sedang kan cari driver lain lama bgt.bagimana ini buang waktu.apa lg makanan jd dingin,2,2025-04-06 12:40:17,5.15.1
Rio Agustian Fajarin,udah nunggu 2 jam lebih. Go food di cancel,1,2025-04-06 12:40:04,5.14.2
Muhammad Raden Saputra -,"kocakkk batalin pesanan gofood gabisaa, giliran kita nunggu lama banget banget tiba tiba di batalin dari sana sendiri bisa, aneh sepihak doang bisa batalinnya.",1,2025-04-06 12:39:53,5.15.1
Sailesh Gotam,"Aplikasi apa ini?! dibuat Menu paket Hemat, tapi tak ada driver mau ambil?! kalau memang terlalu murah, ngga usah di pakai/di buat pakai hemat?!! untuk apa driver banyak tapi ngga berguna semua!!! tidak mau ambil penumpang!!! non aktifkan aja driver yg pemalas dan ngga berguna!!! Atau kalau ngga, tutup aja aplikasi gocar kalian!!!",1,2025-04-06 12:37:21,
agi irawan,saya pesan gofood di Solaria. tidak jelas statusnya. dan tidak ada pelayanan yang bagus dari pihak aplikator GOJEK.,1,2025-04-06 12:36:19,5.14.2
Wulan Fitri,apk jelek lama2 susah bnget dapet driver,1,2025-04-06 12:33:20,5.14.2
husnudaroin 78,Tambah lama & Tambah mahal Gofood,1,2025-04-06 12:31:15,5.14.2
Elsa Azalia_10,susah bgt dpt driver,1,2025-04-06 12:30:43,5.14.2
Rakaakmal Saputra,bintang 1 untuk gojek dari segi customer service dan pelayanannya!!!!,1,2025-04-06 12:26:39,5.14.2
Lia Yuliasih,"saya pengguna resto gofood, dan sekaligus customer gofood jg. gojek pengennya gamau rugi. kdg dapet pesenan gofood, di apk terlihat sprt resto yg lelet pdhl dari pihak gofoodnya sendiri. udah mah tiap dpt driver lama. tiba-tiba udh menunggu diresto pdhl belum. tbtb cancel orderan. apalagi pas cuaca hujan, mending pake apk sebelah serius lebih cepet, semua serba gesit. tolong pihak gofood dibenahi lagi.",1,2025-04-06 12:25:41,
Jihan Valentina,"udah nunggu sejam sndri, gada driver yang mau pick up. udh banyak duitkah? giliran udh ditungguin setengah jam, tiba2 dibatalin sepihak sm driver. buang2 waktu gaguna!",1,2025-04-06 12:24:35,5.14.2
Banyu Opy,mantap,5,2025-04-06 12:21:47,5.14.2
Muhammad iqbal w,"aplikasi cacat, help center disuruh ngmng sama AI, ga guna",1,2025-04-06 12:15:58,5.14.2
Andri Gozali,"makin jelek, go food estimasi 75 menit sampai, cari driver lama banget 90 menit lebih itu pun belum sampe makanannya, dan baru dapet driver. mendingan sebelah jarang promo tapi sering tepat waktu.",1,2025-04-06 12:12:40,
Resti Zazkia,DRIVERNYA NGARTIS SEMUA GA MAU AMBIL ORDERAN!!!,1,2025-04-06 12:08:16,5.15.1
Akang Amoer,Okey,5,2025-04-06 12:03:39,
Eka Putri,"tolong untuk driver khususnya yg mobil,jgn suka mengcancel orderan!!!tdk rekomendasi sekali",1,2025-04-06 12:02:58,5.14.2
SagitariusFire December,"skrg pesen gofood jd makin lama bisa 1jam'an. dah gt promonya malah pake bank2 yg ga jelas kyk BSI, MEGA, dll yg jarang org pake. bayar mahal2 utk go plus jg ga ngaruh..diskonny ga banyak.",3,2025-04-06 12:02:21,5.14.2
Adhi Hendrika,"ini rating kedua, yg pertama dah ku hapus, masih tentang hal yg sama yaitu Gofood, harga makanan Rp13.500 tapi biaya penanganan+ongkir Rp33.000 bro cari uang segitu nya, padahal jarak dekat gak sampe beda kota broo, jualan jasa jgn segitu nya lah, kalian sudah besar lohhh. terserah lah.",1,2025-04-06 12:00:18,5.12.1
UtaIasAisIci UtaIasAisIciKucingKuKeluarga,Pesan Go Food Berkali-kali Sudah Menunggu Lama Dibatalkan Dari Aplikasinya,1,2025-04-06 11:58:55,
Nelma Wati,udh 2 kali mesen gofood udh sejaman ditungguin langsung dibatalin gtu aja Ama sistemnya gmn sih ngerugiin yg beli Ama yg jual aja,1,2025-04-06 11:58:43,5.8.1
Fallentino Acumalaka,bagus⭐⭐⭐⭐⭐,5,2025-04-06 11:56:39,
G. Gunawan,ok,5,2025-04-06 11:56:38,5.5.1
Anjing laut Laut,selalu lambat,1,2025-04-06 11:55:54,
Salman Mts,"gofood sekarang jelek banget, nunggu list pemesanan 40 menit giliran ditungguin kagak selesai"" malah nunggu Ampe 1 jam setengah gak tau kesalahan dari apknya apa mitranya apa drivernya, intinya kalo resto gak bisa ladenin langsung tolak aja napa",1,2025-04-06 11:55:41,5.14.2
Amelia Eka Pratiwi,susah buat cari driver kalau sedang hujan,1,2025-04-06 11:54:37,5.14.2
Ilham Doang,"udah ada perubahan tuh dalam pelayanan gojek,sukses terus",5,2025-04-06 11:50:58,5.14.2
Puji Suryanto,lambatt pelayanannya,1,2025-04-06 11:50:25,5.15.1
Muhammad Zikri nugraha,gooddd,5,2025-04-06 11:50:22,4.85.3
Casa De Casa,Baru kali ini nunggu sampe 45 menit cuman buat nunggu dapet drivernya Sangat mengecewakan,1,2025-04-06 11:48:54,5.14.2
saiful faizin,bagus pelayanannya,4,2025-04-06 11:48:18,5.14.2
Siti Suratmi1404,susah untuk menemukan driver padahal driver nya deket tapi gk mau ngambil,1,2025-04-06 11:48:13,5.14.2
Riri Why,go food nya gak jelas,1,2025-04-06 11:20:31,5.15.1
Izam Izami,👍👍👍👍,5,2025-04-06 11:16:12,5.6.1
Muhammad Ary,apk kocak percuma ad tarif hemat driver ngk ad yg mw nerima cih udh di naiki harga standar masih banyak yg cuek ga jelas,1,2025-04-06 11:15:58,4.66.1
Felis Silvestris,gopay letter di blokir karna kesalahan sistem gojek sendiri.,1,2025-04-06 11:10:31,
Sandi Gunawan,keburu laper pesen mkan di apk ini,1,2025-04-06 11:06:45,4.68.1
Cleo Botol,kalo go food suka lama,1,2025-04-06 11:04:24,
Fajar Triyanto,pelayanan ok,5,2025-04-06 11:01:16,5.16.2
Firdania Nasyiha azzahrah,lebih enakk aja ga perlu beli keluar tapi agak mahal ya ongkir nyaa mimin gojek kurangin ongkirnya nyaa yaa,5,2025-04-06 10:59:30,5.14.2
Linaa Sofiya,"kalo pesan gocar lama banget dapetnya, padahal bnyak gocar yang ke detec di peta tapi gada yang ambil, sekalinya di ambil dibatalin. nunggu sampe Berjam jam. dari yang ujannya berenti sampe ujan lagi. tolong kurang kurangin dong. padahal layanan lainnya oke oke aja. ini doang yang bikin naik darah",4,2025-04-06 10:39:56,5.15.1
Arvina Fisabilla,tolong dong mesen di gofood bisa sampe 1 jam an lebih di undur lah menit nya terus menerus lama nunggu nya ini giliran komplain hanya bot aja ga membantu banget,1,2025-04-06 10:39:51,5.4.1
Muhammad Jati Jati Kuncoro,"Mantap, cepat, amanah dan recommended, semoga sukses rejekinya dan sehat selalu, aamiin, Terimakasih.",5,2025-04-06 10:32:37,5.14.2
Adam Nur Fatah,dari jam 3 pada nolak terus,1,2025-04-06 10:30:47,
Achmad Firdaus Maulana,lemot banget nyari ojek nya,1,2025-04-06 10:27:58,5.15.1
dzal kifli,"pencarian menu di gofood dibenerin dong,masa nyari nasi uduk malah ke semua jenis nasi²an 🤦🏻‍♂️",1,2025-04-06 10:09:41,5.14.2
eka dewi,tolong diberi peringatan keras pada driver gocar di pelabuhan merak. semua minta tarif di luar aplikasi dengan alasan yg sama. rata semua drivernya.,4,2025-04-06 09:58:14,5.15.1
Setya Budiono,"Parah, Tidak direkomendasikan",1,2025-04-06 09:53:29,5.0.0
Frima ridha Pangestu,"Masa ujan rintik kecil aja ga ada yng mau di ojekin, mobil udah 10 kali di batalin sepihak",1,2025-04-06 09:53:05,
Agung Baginda,tarif terjangkau mudah penggunaan aplikasinya,5,2025-04-06 09:51:42,5.14.2
dodi setiawan,terbaik,5,2025-04-06 09:50:33,5.14.2
Bintang Calista afifah,"saya sangat susah mendapatkan pengemudi, selalu di batalkan padahal saya berada di tengah kota. tolong lebih diperhatikan lagi dan ditingkatkan lagi. terimakasih",1,2025-04-06 09:34:20,
Latuna Audi,"menu ekonomis nya beneran irit dan cepet bgt❤️❤️❤️ biasanya aplikasi lain klo pilih pengantaran ekonomis suka lama sejam, di gojek sesuai dgn selesai jarak dan ga dilama2in ngirimnya",5,2025-04-06 09:31:51,
Emy NurChasih,no comment : THE BEESSSTTTTT,5,2025-04-06 09:23:50,
Hidayat Hidayatullah,bagus aplikasinya ...mudah siih...luar biasa,3,2025-04-06 09:18:31,5.14.2
Azsyah Nuyahhafidz,"pesen selalu lama di aplikasi gojek , nunggu sampai Berjam jam lebih , resto nya tidak bisa di chat / batalin",1,2025-04-06 09:17:31,5.14.2
Muhammad Sidik,"alat transportasi lebih cepat dan nyaman,bukan kaki ya alat transportasi tapi roda 2 dan roda 4 ok👍😁",5,2025-04-06 09:16:00,5.14.2
Hawati Wati,pesan gocar aman dan nyaman.. tentunya sangat memudah kan kita untuk bepergian dan memuaskan..*****,5,2025-04-06 09:08:34,5.15.1
Alin Yogi,pengemudi pada sombong semua nyari sampai setengah jam GK nemu2 padahal di sekitar lokasi mobil banyak yang online.giliran dapat GK bergerak2 udh setengah jam nunggu in ujung2nya dibatalkan SM pengemudi niat PD kerja GK sih kl buat iseng-iseng udh kebanyakan dwt gpn masih daftar JD driver Ojol.,1,2025-04-06 09:07:27,
Aldarahma Watiii,suka bgt errorr,1,2025-04-06 09:02:59,
Hanna Hafidah,terimakasih selalu aman pakai gojek ✨,5,2025-04-06 08:51:52,5.14.2
ftmh blqs,"susah dapet d daerah, pdhl ga jauh dr kota",3,2025-04-06 08:47:03,5.14.2
Krishna janitra_006,Nice,5,2025-04-06 08:44:53,5.10.1
Joel Joe,"Ongkir & Harga Makanan semakin tidak logis, mitra drivers hanya dapat keringat saja saat nya beralih ke aplikasi GRAB & SHOPEEFOOD yang lebih logis.",1,2025-04-06 08:35:38,
Ubaidillah Ubaidillah,"menggunakan aplikasi Gojek sangat menyenangkan,dan merasa puas dalam berpergian.",5,2025-04-06 08:30:52,5.14.2
erlan harvian,klo ujan aja ga ada yg mau ngmbil orderan makanan.,1,2025-04-06 08:26:29,5.14.2
Ahmad Fadhori,Oke,5,2025-04-06 08:21:03,
Wan Fals,"gila,,mesen gofood cuma harga 30 ribuan penanganan sama ongkir lebih mahal dari harga pesanan pesanan sma ongkir total 100 ribu 1 pcs bisa beli bakso beberapa mangkuk",2,2025-04-06 08:20:30,5.14.2
Fery Ajah,"aplikasi makin parah,",2,2025-04-06 08:13:31,
Hasannudin Nudin,bagus,5,2025-04-06 08:07:00,5.15.1
Rahmat Hidayat,matap,5,2025-04-06 08:05:13,5.14.2
Nabila Berliana,bagus,1,2025-04-06 08:04:06,5.14.2
alanazka,"akhir akhir ini susah cari driver gofood 3x pesan 1jam x 3, total 3jam di cancel semua aneh skrg",2,2025-04-06 08:02:03,5.14.2
Muhammad ansar,sangat membantu di saat butuh untuk perjalanan,5,2025-04-06 08:01:58,5.14.2
Muhamad Yusuf,Verry good,5,2025-04-06 08:01:45,5.14.2
Joel Joel,"Ongkir & Harga makanan semakin tidak logis, kejar setoran ini......mitra drivernya dpt keringat aja.",1,2025-04-06 07:59:06,5.14.2
eliza oktafiani,pelayanan bagus,5,2025-04-06 07:57:37,
Aqlan Dhi,ok,5,2025-04-06 07:56:47,
Soni Candra,"Tolong drivergocar yg nakal, di tinjak lanjuti.yg suka markup tarip + paksa cancel orderan. bukan masalah uangnya, takut kebiasaan. dilaporin juga gak bisa, karena cs gak bisa chat manual.",1,2025-04-06 07:52:45,5.14.2
Reni Miftah,ramah + baik,5,2025-04-06 07:46:53,
opik qja,"kondisikan para drivernya, disuruh nganterin 2,6 km aja maksa minta tip gede, ga ngotak² drivernya",1,2025-04-06 07:46:08,5.14.2
Apriyanti Yanti,"sangat bermanfaat, aplikasi lancar, Alhamdulillah belum pernah bermasalah sama aplikasi gojek, pelayanan terbaik",5,2025-04-06 07:42:08,4.86.2
Mila Fahira,🤩,5,2025-04-06 07:40:34,5.14.2
Assyifa Novia,the best,5,2025-04-06 07:31:33,
vina sims,mantap.. kdg lbh murah dr aplikasi sebelah... tingkatkan terus promonya,5,2025-04-06 07:30:04,
boboy channel,tolong lah gojek tingkatkan pengambilan driver nya yang terdekat.. kita pun cancel terus driver yang jauh.. nanti kita juga msalah saaat ngoder lagi.. tolong di tingkat kan perhatian nya,1,2025-04-06 07:25:29,4.94.2
Annesia Hermellina,"Muaknya adalah driver disekitar lokasi banyak, tapi gak ada yg nyangkut. Entah mereka tolak atau sistem di aplikasi yang jelek. Dilempar ke yang jauh. Lalu seenaknya dicancel pula. Tarif juga bukan yg hemat. Ini driver maunya apa? Sudah pakai prioritas juga gak ada yg nyangkut. Aplikasi gak jelas",1,2025-04-06 07:24:21,5.14.2
Palembang 23,bagus pelayanan cepat,5,2025-04-06 07:19:42,5.15.1
Akim Mnn,tidak ramah drivernya,1,2025-04-06 07:17:47,
Anto Poetranto,"pesen gofood lama nya minta ampun sampai batal order karena mencari driver. driver di kasih rejeki ga mau, parah.",3,2025-04-06 07:03:44,5.11.1
Nano Naha,Driver tidak bertanggung jawab,1,2025-04-06 06:58:34,5.14.2
agus setiawan,good,5,2025-04-06 06:58:27,
Xyn828,bantuannya kocak ga bisa batalin padahal resto ga ada driver nya juga ga bisa batalin,1,2025-04-06 06:56:25,
apip,mantap,5,2025-04-06 06:49:45,5.14.2
liva jannah,baguss 😍😍😍,5,2025-04-06 06:40:02,5.14.2
Ibal Balo,semoga semakin berkembang dan berinovasi layanannya,5,2025-04-06 06:23:43,5.14.2
anisa soleha,"setiap mau pesan ga ada mulu drivernya,so banget",1,2025-04-06 06:14:02,5.10.1
Tengku Nurhafiza,gak mau Nerima udah berapa kalii,1,2025-04-06 06:13:40,
yayat sudaryati,"baik, ramah, sesuai aplikasi, milih rute tercepat, kecepatan cukup, tidak ugal²an. tq Gojek",5,2025-04-06 06:13:05,5.13.1
adi ihsan,susah sekarang nyari gocar,1,2025-04-06 06:11:31,5.14.2
CLASH ERS,Gabisa Chat Driver???,3,2025-04-06 06:09:32,
Agustinus Bowo,baik cepar,5,2025-04-06 06:04:53,5.14.2
ines,trm kasih pelayanan maksimal,5,2025-04-06 06:04:36,
Rossi Silvia,bawa nya kalem dan sabar nunggu turun atau naik,5,2025-04-06 06:04:25,5.14.2
Tolok Vito,"hallo admin gojek, teman saya ipad nya ketinggalan di mobil salahsatu driver anda. sampai saat ini, driver tidak dapat dihubungi. apakah anda bisa membantu?",5,2025-04-06 06:04:23,5.15.1
DVM GAMERS,"gofoodnya ini gimana ya kita pesan makanan sudah di buat resto tapi driver selalu nolak buat antar kita sebagai konsumen kecewa sudah lama nunggu malah di cancel..,",1,2025-04-06 06:00:42,5.14.2
yohanes monang,recomended,5,2025-04-06 05:55:45,5.14.2
Joko Dwi,keren bgt,5,2025-04-06 05:45:27,5.14.2
Azzam Ramadhan,duit gopay saya ke tarik terus,1,2025-04-06 05:45:02,5.15.1
Noor Hidayah,"Sedang mencari driver... ""Telat"" Sesulit itukah cari driver? Saya ada di kawasan pusat kota, loh. Saya pesan berkali-kali di go food, tapi selalu ada tulisan sedang cari driver. Kasihan resto loh yang sudah bikinin makanannya, tapi terpaksa ngebatalin karena driver ngga ada. Iya sih ini masih hari ke 5 lebaran, tapi kemarin ada aja kok driver yang bisa ngantar go food ke orang lain di kompleks saya juga. Tapi kalo ke saya, kok susah banget ya dapet drivernya? Apa yang salah? Nunggu lama banget.",3,2025-04-06 05:38:28,5.14.2
Miya Humaira,kadang pesan tiba tiba dcancel secara sepihak. alasan gak ada driver lah. ban bocor. becek gak ada ojek. sudah mesan beberapa resto akhirnya gak ada driver kok bisa. kan aneh. orang mesan artinya sedang laper. perlu makan cepat. untuk apa ada aplikasi kalau gak punya mutu,1,2025-04-06 05:36:36,
Erma Yanti,setelah di update kok malah susah dpt driver🤧,2,2025-04-06 05:25:18,5.14.2
Surya abdi Putera,selalu mempermudah semua kebutuhan customer,5,2025-04-06 05:22:36,5.14.2
Hadi Siswoyo,"Maaf nih, khusus nya buat driver dan buat aplikasi penyedia nya, coba di audit deh khusus untuk driver driver yang sering cancel pemesanan angkutan kendaraan mobil khusus nya, kita udah nunggu tiba tiba mereka cancel tanpa ada informasi apa apa ke kita Job di bidang Jasa yang dituntut itu Pelayanan, komunikasi Atau informasi adalah salah satu pelayanan TERIMA KASIH",1,2025-04-06 05:21:15,5.3.1
Rahman SH,ok,5,2025-04-06 05:01:30,5.15.1
Wahyudi Yudi,ramah drivernya,5,2025-04-06 04:56:49,5.14.2
aconx domex,jos,5,2025-04-06 04:53:58,5.9.1
Wahyudi Yudi,gooodddd,5,2025-04-06 04:43:46,5.15.1
EKO BAYU SANJAYA,good,5,2025-04-06 04:43:44,5.15.1
Rizal Indriansyah,ya begitu lah,4,2025-04-06 04:40:28,5.14.2
syarif udin,mantap,5,2025-04-06 04:38:36,5.14.2
Adi Siswanto,seru dah,5,2025-04-06 04:38:19,5.14.2
Titania Cahyati,"driver selalu tidak mau masuk mall, dan banyak alasan.. selalu menyuruh pemesan gojek untuk cancel",1,2025-04-06 04:38:18,5.14.2
Zuhri Ruslan,👍,5,2025-04-06 04:26:27,5.14.2
Asepridwan Ridwan,ok,5,2025-04-06 04:22:18,5.15.1
Heri Santoso,terus tingkatkan pelayanan kepada pelanggan,4,2025-04-06 04:21:10,5.14.2
Achmad Syarif,joz,4,2025-04-06 04:18:01,
Andik Setiawan,ok,5,2025-04-06 04:16:28,5.14.2
Indi,good,5,2025-04-06 04:16:11,5.15.1
Roylando P. Toga Torop,saya minta masalah saya digofood segera ditangani,1,2025-04-06 04:08:16,5.14.2
Hamid Afandi,mntap,5,2025-04-06 03:59:37,5.14.2
Deniese Official,Lumayan,5,2025-04-06 03:55:08,5.14.2
Dwildiana,"overall sudah banyak membantu, tapi untuk message ke driver khususnya di Gofood suka tidak bisa kebuka.....",5,2025-04-06 03:54:59,5.15.1
Desember 83,Good,5,2025-04-06 03:46:36,5.14.2
Slow,Okeeeee,5,2025-04-06 03:45:58,5.14.2
Riska Oktavia Nugraheni,topup sudah mau 5hari kerja tapi belum ada tindak lanjut juga. nominal lebih dari 5jt,1,2025-04-06 03:42:57,
Ibu Jamilah,pelayanannya bagus drivernya ramah,5,2025-04-06 03:36:31,5.6.1
Syahal Givary,oke,5,2025-04-06 03:33:08,5.14.2
Mutia Karima,"hadeh susah bngt driver sekarang, apa apa cancel mulu. nungguin udh lama lama seenak jidat di cancel. ini udh ke 5x di cancel gmn si gojek.",1,2025-04-06 03:31:04,5.15.1
Hela Ki07,bagus,5,2025-04-06 03:25:22,
Silvi Tayo,"Bagus , sangat membantu sekali tetima kasih",5,2025-04-06 03:25:12,5.13.1
Laili Elzarita,drivernya baik,5,2025-04-06 03:24:21,5.14.2
azhilla fawnia19,pengiriman cepat...driver sopan dan baik,5,2025-04-06 03:22:47,5.14.2
Agus Rahino,"driver jauh jauh semua, aplikasi rusak",1,2025-04-06 03:19:38,5.14.2
Henny Setio,sekarang drivernya minta yg prioritas aja ..kaliyang biasa habis di terima malah di tolak,1,2025-04-06 03:07:50,5.14.2
Kanti Lestari Lestari,baik sekaLi,5,2025-04-06 03:05:54,5.14.2
Fauzia Ramadan,"perjalanan lebih mudah, dan banyak sekali diskon yang diberikan oleh gojek. sehingga bisa menghemat dan efiesni waktu juga",5,2025-04-06 03:05:46,5.10.1
